Start,End,Asset,Frequency,Total Trades,Total P/L,Trades Won (n),Trades Won (%),Trades Lost (n),Trades Lost (%),Trades Tied (n),Trades Tied (%)
2022-02-07 00:00,2022-03-29 00:00,HSBC,D1,2,1.852796985000003,2,100.0,0,0.0,0,0.0
