Start,End,Asset,Frequency,Total Trades,Total P/L,Trades Won (n),Trades Won (%),Trades Lost (n),Trades Lost (%),Trades Tied (n),Trades Tied (%)
2022-01-03 00:00,2022-03-29 00:00,AAPL,D1,3,-7.535444905000032,1,33.33333333333333,2,66.66666666666666,0,0.0
