Start,End,Asset,Frequency,Total Trades,Total P/L,Trades Won (n),Trades Won (%),Trades Lost (n),Trades Lost (%),Trades Tied (n),Trades Tied (%)
2022-01-03 01:00,2022-03-29 23:00,GBPUSD.a,M15,5,-0.12052244999999974,0,0.0,5,100.0,0,0.0
